31001,0,4337,3387,"USinsuranceonline.com  - Health Insurance ",26022.00,0.84,13.99,0.00,CPA
7202,0,2303,2783,"Get Auto Insurance for Less",9212.00,1.28,31.98,0.00,CPA
3172,0,283,3679,CreditOptions.com,2051.75,0.65,8.92,0.00,CPA
2527,0,883,1778,"Grant Approval 360",971.30,0.38,34.94,0.00,CPA
738,0,45,2922,PersonalInjuryPlace.com,843.75,1.14,6.10,0.00,CPA
2621,0,450,2845,"$500 Free Groceries",810.00,0.31,17.17,0.00,CPA
1386,0,50,2822,"Disability Income Help ",675.00,0.49,3.61,0.00,CPA
1127,0,96,2510,"Car Loan Pal",552.00,0.49,8.52,0.00,CPA
1471,0,19,2924,"Free Score Finder ",532.00,0.36,1.29,0.00,CPA
422,0,117,1718,"Scholarships for Moms",526.50,1.25,27.73,0.00,CPA
911,0,10,3550,"FreeScore360.com - Email Only",270.00,0.30,1.10,0.00,CPA
1098,0,28,1655,"American Health Care Center - Exclusive",252.00,0.23,2.55,0.00,CPA
570,0,30,3578,RockStar-Payday,192.00,0.34,5.26,0.00,CPA
188,0,18,2703,"Insurance Finders Health ",157.50,0.84,9.57,0.00,CPA
449,0,6,3019,"RateMarketplace Refinance",114.00,0.25,1.34,0.00,CPA
1350,0,52,3630,"Get Unemployment Benefits - New Page ",93.60,0.07,3.85,0.00,CPA
106,0,5,3399,"US Workers Comp Claim",80.00,0.75,4.72,0.00,CPA
312,0,11,2989,"Fast Money Direct",71.50,0.23,3.53,0.00,CPA
419,0,17,3479,"Coupon Xplorer",51.00,0.12,4.06,0.00,CPA
224,0,10,3637,"Senior People Meet",48.00,0.21,4.46,0.00,CPA
96,0,4,3419,YourDirectAutoWarranty.com,47.00,0.49,4.17,0.00,CPA
77,0,19,3288,"Nursing - Prequalifier - inactive",30.40,0.39,24.68,0.00,CPA
194,0,1,3007,"Profinity Credit Report",30.00,0.15,0.52,0.00,CPA
89,0,9,2838,"The Jobs Guide",18.00,0.20,10.11,0.00,CPA
55,0,3,3754,"Atlas Life Insurance - Zip Submit",8.70,0.16,5.45,0.00,CPA
24,0,1,2807,USFamilyAssistance,6.50,0.27,4.17,0.00,CPA
46,0,2,3091,"Drive America Sweeps ",5.60,0.12,4.35,0.00,CPA
5,0,2,3029,"Divorce Advisor",4.40,0.88,40.00,0.00,CPA
4,0,1,3485,IMVU,2.40,0.60,25.00,0.00,CPA
1,0,0,3629,"Health Plans of America",0.00,0.00,0.00,0.00,CPA
22,0,0,1838,"Mesothelioma Asbestos Exposure Legal Center",0.00,0.00,0.00,0.00,CPA
32,0,0,2920,CarAccidentHome.com,0.00,0.00,0.00,0.00,CPA
40,0,0,2787,"PersonalInjuryAttorneys - Auto Accident",0.00,0.00,0.00,0.00,CPA
1,0,0,3781,"Freedom Gold Buyer - Inactive",0.00,0.00,0.00,0.00,CPA
1,0,0,3717,"US Medicare Online",0.00,0.00,0.00,0.00,CPA
8,0,0,3448,FreeScoresUSA,0.00,0.00,0.00,0.00,CPA
1,0,0,3616,"Million Dollar Income",0.00,0.00,0.00,0.00,CPA
4,0,0,3824,"Inbox Dollars - inactive",0.00,0.00,0.00,0.00,CPA
169,0,0,3318,"Easy Quote Finder",0.00,0.00,0.00,0.00,CPA
1,0,0,3867,"Student Union Loans",0.00,0.00,0.00,0.00,CPA
10,0,0,3819,"Find Me Cheap Car Insurance- Email",0.00,0.00,0.00,0.00,CPA
3,0,0,1631,"File for Grants",0.00,0.00,0.00,0.00,CPA
35,0,0,3409,"EliteMate Mainstream",0.00,0.00,0.00,0.00,CPA
1,0,0,2988,"Free Gas Fairy (Daily Sweepstakes)",0.00,0.00,0.00,0.00,CPA
1,0,0,3697,"Auto Loan Professionals",0.00,0.00,0.00,0.00,CPA
3,0,0,2511,"Local Job Center",0.00,0.00,0.00,0.00,CPA
12,0,0,3380,RefinanceXperts.net,0.00,0.00,0.00,0.00,CPA
94,0,0,3308,"Kindle Fire",0.00,0.00,0.00,0.00,CPA
3,0,0,3628,"SuperbRewards-$1500 for Mortgage Payment",0.00,0.00,0.00,0.00,CPA
1,0,0,2887,"Groceries - $500 Gift Card",0.00,0.00,0.00,0.00,CPA
1,0,0,2650,"Grant Approval Guide",0.00,0.00,0.00,0.00,CPA
20,0,0,2578,MyNewPlace,0.00,0.00,0.00,0.00,CPA
3,0,0,3847,"Car Finance Fast",0.00,0.00,0.00,0.00,CPA
3,0,0,3863,"Real Estate Relief Network",0.00,0.00,0.00,0.00,CPA
1,0,0,3202,"Working Car Loan",0.00,0.00,0.00,0.00,CPA
2,0,0,3690,"Free Grant Money",0.00,0.00,0.00,0.00,CPA
1,0,0,2760,"Auto-Price-Finder.com - Display only",0.00,0.00,0.00,0.00,CPA
